# SPM 84 cm telescope.
# Observers: Raul Michel + Ramon Caballero 2024
# Data reduction: Raul Michel
#    Image             Filter          ExpTime       HJD           AMass    1 (J113130.67+475420.8)  2        3   ...     errs 
201801220626o.fit        I             10.000  2458141.02535526    1.089  15.1922  14.9224  14.9096  15.1539  17.0466  18.6579  16.4560   0.0030   0.0030   0.0030   0.0030   0.0100   0.0300   0.0070
201801220627o.fit        R             10.000  2458141.02577762    1.089  15.2853  14.9134  14.8289  15.0832  16.9934  18.9526  17.9336   0.0030   0.0030   0.0030   0.0030   0.0080   0.0290   0.0140
201801220628o.fit        V             15.000  2458141.02618319    1.090  15.8372  15.3759  15.2587  15.4720  17.3664  19.6298  18.9944   0.0040   0.0030   0.0030   0.0030   0.0080   0.0330   0.0210
201801220629o.fit        B             30.000  2458141.02675011    1.091  16.4669  15.9208  15.6857  15.8920  17.8058  20.4742  20.2071   0.0030   0.0030   0.0020   0.0030   0.0070   0.0360   0.0290
201801220630o.fit        I             10.000  2458141.02739539    1.092  15.1050  14.8318  14.8271  15.0703  16.9721  18.5884  16.3643   0.0030   0.0030   0.0030   0.0030   0.0090   0.0290   0.0060
201801220631o.fit        R             10.000  2458141.02781786    1.093  15.1195  14.7559  14.6664  14.9210  16.8370  18.7500  17.7875   0.0030   0.0030   0.0030   0.0030   0.0080   0.0250   0.0130
201801220632o.fit        V             15.000  2458141.02822296    1.093  15.6098  15.1591  15.0473  15.2561  17.1556  19.3833  18.8004   0.0030   0.0030   0.0020   0.0030   0.0070   0.0270   0.0180
201801220633o.fit        B             30.000  2458141.02878942    1.094  16.1440  15.6102  15.3759  15.5855  17.4880  20.1469  19.8919   0.0030   0.0020   0.0020   0.0020   0.0060   0.0280   0.0230
201801220634o.fit        I             10.000  2458141.02943470    1.095  14.8713  14.6155  14.5923  14.8372  16.7382  18.3624  16.1450   0.0030   0.0030   0.0030   0.0030   0.0080   0.0230   0.0060
201801220635o.fit        R             10.000  2458141.02985705    1.096  14.9446  14.5898  14.4967  14.7494  16.6607  18.7121  17.5994   0.0030   0.0020   0.0020   0.0030   0.0070   0.0240   0.0120
201801220636o.fit        V             15.000  2458141.03026147    1.097  15.4600  15.0153  14.9025  15.1150  17.0134  19.2421  18.6270   0.0030   0.0020   0.0020   0.0030   0.0070   0.0240   0.0160
201801220637o.fit        B             30.000  2458141.03082792    1.098  16.0636  15.5303  15.3009  15.5026  17.4169  20.0331  19.8517   0.0030   0.0020   0.0020   0.0020   0.0050   0.0250   0.0230
201801220638o.fit        I             10.000  2458141.03147262    1.099  14.8328  14.5810  14.5727  14.8156  16.7007  18.2868  16.1310   0.0030   0.0020   0.0020   0.0030   0.0080   0.0220   0.0050
201801220639o.fit        R             10.000  2458141.03189509    1.099  14.9171  14.5679  14.4764  14.7314  16.6426  18.6203  17.6020   0.0030   0.0020   0.0020   0.0030   0.0070   0.0220   0.0120
201801220640o.fit        V             15.000  2458141.03230078    1.100  15.4414  14.9990  14.8839  15.0996  17.0045  19.2252  18.6614   0.0030   0.0020   0.0020   0.0030   0.0060   0.0240   0.0170
201801220641o.fit        B             30.000  2458141.03286723    1.101  16.0584  15.5389  15.3018  15.5066  17.4193  20.0171  19.8274   0.0030   0.0020   0.0020   0.0020   0.0050   0.0250   0.0220
201801220642o.fit        I             10.000  2458141.03351193    1.102  14.8368  14.5846  14.5692  14.8132  16.7090  18.3693  16.1363   0.0030   0.0020   0.0020   0.0030   0.0080   0.0230   0.0050
201801220643o.fit        R             10.000  2458141.03393533    1.103  14.9094  14.5652  14.4743  14.7333  16.6427  18.6725  17.5817   0.0030   0.0020   0.0020   0.0030   0.0070   0.0230   0.0110
201801220644o.fit        V             15.000  2458141.03433870    1.104  15.4281  15.0017  14.8720  15.0906  16.9926  19.2071  18.6547   0.0030   0.0020   0.0020   0.0030   0.0060   0.0240   0.0160
201801220645o.fit        B             30.000  2458141.03490550    1.105  16.0449  15.5315  15.2990  15.4999  17.4021  20.0825  19.8566   0.0030   0.0020   0.0020   0.0020   0.0050   0.0260   0.0230
201801220646o.fit        I             10.000  2458141.03555067    1.106  14.8156  14.5814  14.5674  14.8013  16.7234  18.3843  16.1287   0.0030   0.0030   0.0020   0.0030   0.0080   0.0230   0.0060
201801220647o.fit        R             10.000  2458141.03597256    1.107  14.9057  14.5707  14.4745  14.7316  16.6432  18.6423  17.5876   0.0030   0.0020   0.0020   0.0030   0.0070   0.0230   0.0110
201801220648o.fit        V             15.000  2458141.03637755    1.107  15.4170  14.9916  14.8655  15.0918  16.9895  19.2037  18.6408   0.0030   0.0020   0.0020   0.0030   0.0060   0.0240   0.0160
201801220649o.fit        B             30.000  2458141.03694424    1.109  16.0318  15.5269  15.2900  15.4953  17.4024  20.0695  19.8844   0.0030   0.0020   0.0020   0.0020   0.0050   0.0260   0.0230
201801220650o.fit        I             10.000  2458141.03758952    1.110  14.8156  14.5784  14.5584  14.8058  16.7027  18.3527  16.1256   0.0030   0.0020   0.0020   0.0030   0.0080   0.0220   0.0050
201801220651o.fit        R             10.000  2458141.03801199    1.111  14.8981  14.5730  14.4756  14.7342  16.6491  18.6730  17.5858   0.0030   0.0020   0.0020   0.0030   0.0070   0.0230   0.0110
201801220652o.fit        V             15.000  2458141.03841721    1.111  15.4105  14.9951  14.8653  15.0887  16.9943  19.2416  18.6279   0.0030   0.0020   0.0020   0.0030   0.0060   0.0240   0.0160
